"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-core-4.2.3.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-core-4.2.3.RELEASE.jar,spring-security-core,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",2a5ded9ebea16b8bd394ac5be95abd2e,5c0e47a47036c94d6fdd02696bf52be6d1adbd4d,pkg:maven/org.springframework.security/spring-security-core@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2021-22112,NVD-CWE-noinfo,"Spring Security 5.4.x prior to 5.4.4, 5.3.x prior to 5.3.8.RELEASE, 5.2.x prior to 5.2.9.RELEASE, and older unsupported versions can fail to save the SecurityContext if it is changed more than once in a single request.A malicious user cannot cause the bug to happen (it must be programmed in). However, if the application's intent is to only allow the user to run with elevated privileges in a small portion of the application, the bug can be leveraged to extend those privileges to the rest of the application.",NVD,HIGH,9.0,/AV:N/AC:L/Au:S/C:C/I:C/A:C,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,38
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-web-4.2.3.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-web-4.2.3.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",bcdbe27297a76f3bc648a74921af9e00,7a03e737484ca232d7146852f06d067ac21427ac,pkg:maven/org.springframework.security/spring-security-web@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2018-1199,CWE-20 Improper Input Validation,"Spring Security (Spring Security 4.1.x before 4.1.5, 4.2.x before 4.2.4, and 5.0.x before 5.0.1; and Spring Framework 4.3.x before 4.3.14 and 5.0.x before 5.0.3) does not consider URL path parameters when processing security constraints. By adding a URL path parameter with special encodings, an attacker may be able to bypass a security constraint. The root cause of this issue is a lack of clarity regarding the handling of path parameters in the Servlet Specification. Some Servlet containers include path parameters in the value returned for getPathInfo() and some do not. Spring Security uses the value returned by getPathInfo() as part of the process of mapping requests to security constraints. In this particular attack, different character encodings used in path parameters allows secured Spring MVC static resource URLs to be bypassed.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,MEDIUM,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGH,40
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-web-4.2.3.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-web-4.2.3.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",bcdbe27297a76f3bc648a74921af9e00,7a03e737484ca232d7146852f06d067ac21427ac,pkg:maven/org.springframework.security/spring-security-web@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2019-11272,CWE-522 Insufficiently Protected Credentials,"Spring Security, versions 4.2.x up to 4.2.12, and older unsupported versions support plain text passwords using PlaintextPasswordEncoder. If an application using an affected version of Spring Security is leveraging PlaintextPasswordEncoder and a user has a null encoded password, a malicious user (or attacker) can authenticate using a password of ""null"".",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,HIGH,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGH,40
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-web-4.2.3.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-web-4.2.3.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",bcdbe27297a76f3bc648a74921af9e00,7a03e737484ca232d7146852f06d067ac21427ac,pkg:maven/org.springframework.security/spring-security-web@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2019-3795,CWE-332 Insufficient Entropy in PRNG,"Spring Security versions 4.2.x prior to 4.2.12, 5.0.x prior to 5.0.12, and 5.1.x prior to 5.1.5 contain an insecure randomness vulnerability when using SecureRandomFactoryBean#setSeed to configure a SecureRandom instance. In order to be impacted, an honest application must provide a seed and make the resulting random material available to an attacker for inspection.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,MEDIUM,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGH,40
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-web-4.2.3.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-web-4.2.3.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",bcdbe27297a76f3bc648a74921af9e00,7a03e737484ca232d7146852f06d067ac21427ac,pkg:maven/org.springframework.security/spring-security-web@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2020-5408,CWE-330 Use of Insufficiently Random Values,"Spring Security versions 5.3.x prior to 5.3.2, 5.2.x prior to 5.2.4, 5.1.x prior to 5.1.10, 5.0.x prior to 5.0.16 and 4.2.x prior to 4.2.16 use a fixed null initialization vector with CBC Mode in the implementation of the queryable text encryptor. A malicious user with access to the data that has been encrypted using such an encryptor may be able to derive the unencrypted values using a dictionary attack.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:P/I:N/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,HIGH,40
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-web-4.2.3.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-web-4.2.3.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",bcdbe27297a76f3bc648a74921af9e00,7a03e737484ca232d7146852f06d067ac21427ac,pkg:maven/org.springframework.security/spring-security-web@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2021-22112,NVD-CWE-noinfo,"Spring Security 5.4.x prior to 5.4.4, 5.3.x prior to 5.3.8.RELEASE, 5.2.x prior to 5.2.9.RELEASE, and older unsupported versions can fail to save the SecurityContext if it is changed more than once in a single request.A malicious user cannot cause the bug to happen (it must be programmed in). However, if the application's intent is to only allow the user to run with elevated privileges in a small portion of the application, the bug can be leveraged to extend those privileges to the rest of the application.",NVD,HIGH,9.0,/AV:N/AC:L/Au:S/C:C/I:C/A:C,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,40
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-tx-4.3.12.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-tx-4.3.12.RELEASE.jar,Spring Transaction,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",65bb5f31f3254fc6d278ed8453583416,7147b6839b2bf9db3621b79c73b4dddbe69572b6,pkg:maven/org.springframework/spring-tx@4.3.12.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.12:release:*:*:*:*:*:*",CVE-2018-11039,NVD-CWE-noinfo,"Spring Framework (versions 5.0.x prior to 5.0.7, versions 4.3.x prior to 4.3.18, and older unsupported versions) allow web applications to change the HTTP request method to any HTTP method (including TRACE) using the HiddenHttpMethodFilter in Spring MVC. If an application has a pre-existing XSS vulnerability, a malicious user (or attacker) can use this filter to escalate to an XST (Cross Site Tracing) attack.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-tx-4.3.12.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-tx-4.3.12.RELEASE.jar,Spring Transaction,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",65bb5f31f3254fc6d278ed8453583416,7147b6839b2bf9db3621b79c73b4dddbe69572b6,pkg:maven/org.springframework/spring-tx@4.3.12.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.12:release:*:*:*:*:*:*",CVE-2018-11040,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,"Spring Framework, versions 5.0.x prior to 5.0.7 and 4.3.x prior to 4.3.18 and older unsupported versions, allows web applications to enable cross-domain requests via JSONP (JSON with Padding) through AbstractJsonpResponseBodyAdvice for REST controllers and MappingJackson2JsonView for browser requests. Both are not enabled by default in Spring Framework nor Spring Boot, however, when MappingJackson2JsonView is configured in an application, JSONP support is automatically ready to use through the ""jsonp"" and ""callback"" JSONP parameters, enabling cross-domain requests.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-tx-4.3.12.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-tx-4.3.12.RELEASE.jar,Spring Transaction,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",65bb5f31f3254fc6d278ed8453583416,7147b6839b2bf9db3621b79c73b4dddbe69572b6,pkg:maven/org.springframework/spring-tx@4.3.12.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.12:release:*:*:*:*:*:*",CVE-2018-1199,CWE-20 Improper Input Validation,"Spring Security (Spring Security 4.1.x before 4.1.5, 4.2.x before 4.2.4, and 5.0.x before 5.0.1; and Spring Framework 4.3.x before 4.3.14 and 5.0.x before 5.0.3) does not consider URL path parameters when processing security constraints. By adding a URL path parameter with special encodings, an attacker may be able to bypass a security constraint. The root cause of this issue is a lack of clarity regarding the handling of path parameters in the Servlet Specification. Some Servlet containers include path parameters in the value returned for getPathInfo() and some do not. Spring Security uses the value returned by getPathInfo() as part of the process of mapping requests to security constraints. In this particular attack, different character encodings used in path parameters allows secured Spring MVC static resource URLs to be bypassed.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,MEDIUM,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-tx-4.3.12.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-tx-4.3.12.RELEASE.jar,Spring Transaction,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",65bb5f31f3254fc6d278ed8453583416,7147b6839b2bf9db3621b79c73b4dddbe69572b6,pkg:maven/org.springframework/spring-tx@4.3.12.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.12:release:*:*:*:*:*:*",CVE-2018-1257,NVD-CWE-noinfo,"Spring Framework, versions 5.0.x prior to 5.0.6, versions 4.3.x prior to 4.3.17, and older unsupported versions allows applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a regular expression, denial of service attack.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-tx-4.3.12.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-tx-4.3.12.RELEASE.jar,Spring Transaction,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",65bb5f31f3254fc6d278ed8453583416,7147b6839b2bf9db3621b79c73b4dddbe69572b6,pkg:maven/org.springframework/spring-tx@4.3.12.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.12:release:*:*:*:*:*:*",CVE-2018-1270,CWE-358 Improperly Implemented Security Check for Standard,"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, allow applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a remote code execution attack.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-tx-4.3.12.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-tx-4.3.12.RELEASE.jar,Spring Transaction,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",65bb5f31f3254fc6d278ed8453583416,7147b6839b2bf9db3621b79c73b4dddbe69572b6,pkg:maven/org.springframework/spring-tx@4.3.12.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.12:release:*:*:*:*:*:*",CVE-2018-1271,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, allow applications to configure Spring MVC to serve static resources (e.g. CSS, JS, images). When static resources are served from a file system on Windows (as opposed to the classpath, or the ServletContext), a malicious user can send a request using a specially crafted URL that can lead a directory traversal attack.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-tx-4.3.12.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-tx-4.3.12.RELEASE.jar,Spring Transaction,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",65bb5f31f3254fc6d278ed8453583416,7147b6839b2bf9db3621b79c73b4dddbe69572b6,pkg:maven/org.springframework/spring-tx@4.3.12.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.12:release:*:*:*:*:*:*",CVE-2018-1272,NVD-CWE-noinfo,"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, provide client-side support for multipart requests. When Spring MVC or Spring WebFlux server application (server A) receives input from a remote client, and then uses that input to make a multipart request to another server (server B), it can be exposed to an attack, where an extra multipart is inserted in the content of the request from server A, causing server B to use the wrong value for a part it expects. This could to lead privilege escalation, for example, if the part content represents a username or user roles.",NVD,MEDIUM,6.0,/AV:N/AC:M/Au:S/C:P/I:P/A:P,HIGH,7.5,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-tx-4.3.12.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-tx-4.3.12.RELEASE.jar,Spring Transaction,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",65bb5f31f3254fc6d278ed8453583416,7147b6839b2bf9db3621b79c73b4dddbe69572b6,pkg:maven/org.springframework/spring-tx@4.3.12.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.12:release:*:*:*:*:*:*",CVE-2018-1275,CWE-358 Improperly Implemented Security Check for Standard,"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.16 and older unsupported versions, allow applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a remote code execution attack. This CVE addresses the partial fix for CVE-2018-1270 in the 4.3.x branch of the Spring Framework.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-tx-4.3.12.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-tx-4.3.12.RELEASE.jar,Spring Transaction,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",65bb5f31f3254fc6d278ed8453583416,7147b6839b2bf9db3621b79c73b4dddbe69572b6,pkg:maven/org.springframework/spring-tx@4.3.12.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.12:release:*:*:*:*:*:*",CVE-2018-15756,NVD-CWE-noinfo,"Spring Framework, version 5.1, versions 5.0.x prior to 5.0.10, versions 4.3.x prior to 4.3.20, and older unsupported versions on the 4.2.x branch provide support for range requests when serving static resources through the ResourceHttpRequestHandler, or starting in 5.0 when an annotated controller returns an org.springframework.core.io.Resource. A malicious user (or attacker) can add a range header with a high number of ranges, or with wide ranges that overlap, or both, for a denial of service attack. This vulnerability affects applications that depend on either spring-webmvc or spring-webflux. Such applications must also have a registration for serving static resources (e.g. JS, CSS, images, and others), or have an annotated controller that returns an org.springframework.core.io.Resource. Spring Boot applications that depend on spring-boot-starter-web or spring-boot-starter-webflux are ready to serve static resources out of the box and are therefore vulnerable.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-tx-4.3.12.RELEASE.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-tx-4.3.12.RELEASE.jar,Spring Transaction,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0",65bb5f31f3254fc6d278ed8453583416,7147b6839b2bf9db3621b79c73b4dddbe69572b6,pkg:maven/org.springframework/spring-tx@4.3.12.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.12:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.12:release:*:*:*:*:*:*",CVE-2020-5421,NVD-CWE-noinfo,"In Spring Framework versions 5.2.0 - 5.2.8, 5.1.0 - 5.1.17, 5.0.0 - 5.0.18, 4.3.0 - 4.3.28, and older unsupported versions, the protections against RFD attacks from CVE-2015-5211 may be bypassed depending on the browser used through the use of a jsessionid path parameter.",NVD,LOW,3.6,/AV:N/AC:H/Au:S/C:P/I:P/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:H/A:N,HIGH,26
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2017-15706,CWE-358 Improperly Implemented Security Check for Standard,"As part of the fix for bug 61201, the documentation for Apache Tomcat 9.0.0.M22 to 9.0.1, 8.5.16 to 8.5.23, 8.0.45 to 8.0.47 and 7.0.79 to 7.0.82 included an updated description of the search algorithm used by the CGI Servlet to identify which script to execute. The update was not correct. As a result, some scripts may have failed to execute as expected and other scripts may have been executed unexpectedly. Note that the behaviour of the CGI servlet has remained unchanged in this regard. It is only the documentation of the behaviour that was wrong and has been corrected.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-11784,CWE-601 URL Redirection to Untrusted Site ('Open Redirect'),"When the default servlet in Apache Tomcat versions 9.0.0.M1 to 9.0.11, 8.5.0 to 8.5.33 and 7.0.23 to 7.0.90 returned a redirect to a directory (e.g. redirecting to '/foo/' when the user requested '/foo') a specially crafted URL could be used to cause the redirect to be generated to any URI of the attackers choice.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,4.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 09:07:11 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-1304,NVD-CWE-noinfo,"The URL pattern of """" (the empty string) which exactly maps to the context root was not correctly handled in Apache Tomcat 9.0.0.M1 to 9.0.4, 8.5.0 to 8.5.27, 8.0.0.RC1 to 8.0.49 and 7.0.0 to 7.0.84 when used as part of a security constraint definition. This caused the constraint to be ignored. It was, therefore, possible for unauthorised users to gain access to web application resources that should have been protected. Only security constraints with a URL pattern of the empty string were affected.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,22
